self,title,artifact,image,thumbnail,materials,dimensions,date,origin,distance,collection,link,license,link2,ledger,department,customer,page,origin2,production1,production2,materials2,description,author,book,publisher,author2,book2,publisher2,unit,pounds,pounds2,dollars,analytics,Thumb1,Thumb2,Thumb3,Thumb4,Thumb5,Thumb6,Thumb7,New Description,Notes,Notes2
Sugar,Sugar,"Sugar (Raw, Refined, Whole, and Cane)",Sugar.jpg,SugarThumbnail.jpg,"Raw, Refined, Whole, and Cane Sugar",,,,,Romain Behar via WikiMedia Commons,https://commons.wikimedia.org/wiki/Sugar#/media/File:Sucre_blanc_cassonade_complet_rapadura.jpg,Public Domain,https://en.wikipedia.org/wiki/Public_domain,SugarLedger.jpg,Grocery,Sarah Burk,160,"In the eighteenth century, sugar was the product of enslaved peoples in the Caribbean.",,,Carribean,"Sugar was the most common sweetener in colonial British America. It was used in cakes and custards, to preserve cherries and make marmalade, to make icing, and to add sweetness to many other foods.","Sidney W. Mintz,",Sweetness and Power: The Place of Sugar in Modern History,"(New York: Penguin, 1986)","Katharine E. Harbury,",Colonial Virginia's Cooking Dynasty,"(Columbia: University of South Carolina Press, 2004)",3 pounds,6 pence per lb.,3.4,5.6,"The databases record fifty-six purchases of sugar. This included a variety of different kinds of sugar. There were fourteen purchases of brown sugar, six of double refined sugar, two loaves of sugar, and at least one each of muscavada, muscovo, clayed, and double sugar. Sugar was sold by weight ranging from two to forty-two pounds. In price these ranged from nine pence for two pounds to two shillings for one loaf (nine pounds).",Handkerchief,Osnaburg,Shoes,Linen,Thread,Salt,Mohair,,,
Tea,Tea,Orange Pekoe Tea Leaves,Tea.jpg,TeaThumbnail.jpg,Orange Pekoe Tea Leaves,,,,,WJ Houtman via WikiMedia Commons,https://commons.wikimedia.org/wiki/Tea#/media/File:Iddalgashinna_OP_green_tea.jpg,GFDL,https://en.wikipedia.org/wiki/GNU_Free_Documentation_License,TeaLedger.jpg,Grocery,William Baker,33,"While tea was only legally allowed to be imported from Britain, smuggling from other sources was common.",England,,,"Tea was the most popular warm beverage in eighteenth-century British colonial America. Colonial Virginians drank both green and black tea. Tea was certainly a high class beverage, drunk in ritual fashion with the most elegant of equipage, but research indicates that during the eighteenth century up to two-thirds of the residents of British colonial America drank tea regularly.","Barbara G. Carson, ""Determining the Growth and Distribution of Tea Drinking in Eighteenth-Century America,"" in","Steeped in History: The Art of Tea,","ed. by Beatrice Hohenegger (Los Angeles: University of California Press/Fowler Museum, 2009), 158-171","Pippa Shirley, ""Tea, Coffee and Chocolate,"" in","Elegant Eating: Four Hundred Years of Dining in Style,","ed. Philippa Glanville and Hilary Young (London: Victoria and Albert Museum, 2002), 108-111",1 pound,7 shillings per lb.,47.6,78.5,The databases record thirty-one purchases of tea. Most of these were for either half of a pound or one pound of tea. These ranged in price from two shillings four pence to three shillings five pence for a half of a pound of tea. Nineteen of these purchases are specified as bohea tea.,Teakettle,Candlesticks,Pot,Plate,Allspice,Indigo,Rum,,,
Vinegar,Vinegar,Vinegar,Vinegar.jpg,VinegarThumbnail.jpg,Apple cider vinegar,,,,,Veganbaking.net Via WikiMedia Commons,https://commons.wikimedia.org/wiki/Category:Apple_cider_vinegar#/media/File:Apple_Cider_Vinegar_(4108653248).jpg,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/,VinegarLedger.jpg,Grocery,Joseph Chew,32,,,,,Vinegar was combined with other ingredients (such as oil) to make items such as mayonnaise and salad dressing. It was also frequently used for pickling. Vinegar was also used in cooking food and even as part of a cure for ricketts.,"Katharine E. Harbury,",Colonial Virginia's Cooking Dynasty,"(Columbia: University of South Carolina Press, 2004)","Andrew F. Smith, ed.,",The Oxford Companion to American Food and Drink,"(New York: Oxford University Press, 2007)",2.75 gallons,2 shillings per gallon,13.6,22.4,The databases record only one purchase of vinegar costing two shillings for two and three quarter gallons.,Cinnamon,Clove,Brush,Lock,Gloves,Cards,Coffee,,,
Blanket,Striped Blankets,Striped Blanket,Blanket.jpg,BlanketThumbnail.jpg,"Wool weft, cotton warp","OL: 78""; OW: 79""",1775-1830,America,,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:66676,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,BlanketLedger.jpg,Household,James Compton,189,Blankets were typically imported from England.,England,,,"Blankets were a type of bed cover made of a heavy woolen cloth. They were often adorned with stripes and embroidered at the corners with crowns, stars, or roses. While these were household items for American colonists, they also served a key role in trade with Native Americans.",Florence M. Montgomery.,"Textiles in America, 1650-1870 : a Dictionary Based on Original Documents : Prints and Paintings, Commercial Records, American Merchants' Papers, Shopkeepers' Advertisements, and Pattern Books with Original Swatches of Cloth.","(New York :Norton, 1984), 169-171.",,,,,"17 shillings, 6 pence per pair of blankets",119,196,"The databases record twenty-five purchases of blankets. Qualifiers include coarse, duffle, dutch, fine, small, and striped. Their prices range from four shillings for a small blanket to twenty five shillings for a pair of Dutch blankets.",Linen,Cotton,Shot,Carpet,Paper,Rum,,,,
Broom,Broom,Drawing of salesman with brooms and brushes,Broom.jpg,BroomThumbnail.jpg,"Pen, ink & watercolor over graphite","OH: 12 1/2"" x OW: 9 3/8""",1759,"London, England","6,974 km.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:20137,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,BroomLedger.jpg,Household,Jane North,322,,,,,"Brooms still hold the same function today as they did in the eighteenth century: to sweep floors. In many houses, sweeping was the only practical way of cleaning the floor as mopping with water would simply turn the dirt floors to mud. Besoms, or brooms of birch or heather twigs lashed to a handle, were ideal for sweeping dirt floors because of the rigidity of their bristles, but softer brooms of hogs hair were better suited for wood floors.","Seymour, John.",Forgotten Household Crafts.,"(New York : Alfred A. Knopf, 1987.",,,,,"4 shillings, 12 pence",34,56,The databases record only two purchases of brooms. One of these was qualified as a hair broom. The prices range from one shilling eight pence for a hair broom to four shillings twelve pence for an unspecified broom.,Check,Tea,Shoes,Thread,Button,Paper,Sugar,,,
Brush,Brush,Drawing of salesman with brooms and brushes,Brush.jpg,BrushThumbnail.jpg,"Pen, ink & watercolor over graphite","OH: 12 1/2"" x OW: 9 3/8""",1759,"London, England","6,974 km.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:20137,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,BrushLedger.jpg,Household,Joseph Chew,32,,,,,"Brushes were used in various types of cleaning chores. Within the house, clothes brushes were used to remove lint and so forth from clothing, hearth brushes were used to clean ashes from the fire, and various scrub brushes were used for general cleaning. In the stables, curry brushes were used to groom horses.","Seymour, John.",Forgotten Household Crafts.,"(New York : Alfred A. Knopf, 1987.",,,,,2 shillings,13.6,22.4,"The databases record eight purchases of brushes. Three hearth brushes, two curry comb brushes, one clothes brush, one house brush, and one shoe brush. Their prices ranged from six pence for a clothes brush to two shillings for a house brush.",Cinnamon,Clove,Vinegar,Lock,Gloves,Cards,Coffee,,,
Candlesticks,Brass Candlesticks,Pair of candlesticks,Candlesticks.jpg,CandlesticksThumbnail.jpg,Brass,H: 7 3/4 in.,1750-1770,Probably made in England,"3,607 mi.",MetMuseum,http://www.metmuseum.org/art/collection/search/1392,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,CandlesticksLedger.jpg,Household,Major John Carlyle,294,"Local silversmiths manufactured candlesticks, however they were also imported from England.",England,,,"In the eighteenth century, candlesticks were an essential part of daily life. As such, they vastly ranged in style and material. Elegant candlesticks of gold or silver served as ostentatious displays of wealth. The styles set in these were also copied in less expensive materials such as pewter and brass. Occasionally ceramic workshops emulated the styles of metal prototypes with varying degrees of success, while others focused on function. The most practical and modest consisted of squat candlesticks on a wide base with a loop for carrying made of coarse earthenware.",Ivor Noël Hume.,A Guide to Artifacts of Colonial America.,"(Philadelphia: University of Pennsylvania Press, 2001), 93-98.",,,,,6 shillings per pair,40.8,67.3,"The databases record twenty-four purchases of candlesticks. Most of these were sold in pairs, although some were sold individually. The qualifiers used to describe the candlesticks were brass, iron, and Japanned. Their prices ranged from seven pence for a pair of candlesticks to twelve shillings nine pence for a pair of brass candlesticks.",Lace,Needle,Ribbon,,,,,,,
Carpet,French Carpet,Carpet,Carpet.jpg,CarpetThumbnail.jpg,Knotted and cut wool pile,H. 147 x W. 141 in.,1729-1755,"Paris, France",6169 km.,Metropolitan Museum of Art,http://www.metmuseum.org/art/collection/search/206501,OASC,http://www.metmuseum.org/about-the-met/policies-and-documents/image-resources/frequently-asked-questions,CarpetLedger.jpg,Household,William Hawkins,75,"Carpets were likely imported in the colonial period from Turkey, France, or British production centers such as Wilton, Axminster and Kidderminster.",England,Wilton,,"In the early eighteenth century, the term carpet was ambiguous and used to describe both table carpets (or table cloths) and floor coverings. By mid century, however, the term carpet more likely referred to an unspecified type of floor covering which could vary from printed floor cloths to knotted and tufted “Turkey” carpets. Since they were still a relatively novel object, carpets would have been a status symbol a visible representation of the owner's wealth and luxury.",Sophie Sarin. “The Floorcloth and Other Floor Coverings in the London Domestic Interior 1700–1800.”,Journal of Design History,18:2 (2005).,,,,,"2 shillings, 10 pence",19.3,31.8,"The databases record six purchases of carpet or carpeting. Four of these were French carpeting, one was simply for carpeting, and the last was for one large floor carpet. The prices range from two shillings three pence to two shillings ten pence.",Rug,Rum,Sugar,Handkerchief,Bible,Silk,Osnaburg,,,
ChamberPot,Chamber Pot,Chamber Pot,ChamberPot.jpg,ChamberPotThumbnail.jpg,Pewter,"OH: 5 13/16""; Diam (rim): 8 1/8""; Diam (base): 6 9/16""",1760-1790,England,"3,607 mi.",Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:16599,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,ChamberPotLedger.jpg,Household,Vorlinda Wade,125,"Chamber pots were imported from Europe. Many came from England, however, the style of Rhenish gray stoneware chamber pots popular in the mid eighteenth century was imported from Germany.",Germany,,,"Before the widespread use of indoor plumbing, chamber pots were used as an alternative or supplement to outdoor privies. These squat, wide-rimmed vessels featured handles under the rims to facilitate waste removal. They were typically made of ceramic although some pewter ones were made and sold. While these vessels served a practical and basic function, they were often decorated indicating some level of display.",Hind A. “History of the Chamber Pot.”,History Magazine.,June 2011; 12(5):6-7,Ivor Noël Hume.,A Guide to Artifacts of Colonial America.,"(Philadelphia: University of Pennsylvania Press, 2001), 145-150.",125,"3 shillings, 9 pence",25.5,42,The databases record only one purchase of a chamber pot.,Tea,Sugar,Stays,Lace,Blanket,Shoes,Linen,,,
CloakPin,Cloak Pin,Cloak Pin,CloakPin.jpg,CloakPinThumbnail.jpg,Brass and Iron,"Diam. 1""; L: 1 5/8"".",1785-1800,England,,Image Courtesy of The Colonial Williamsburg Foundation,http://emuseum.history.org/view/objects/asitem/items$0040:49943,All rights reserved,http://www.history.org/foundation/terms_faqs.cfm?showSite=mobile,CloakPinLedger.jpg,Household,Allen MaCrae,103,,,,,"In eighteenth century interior design, cloak pins were small knobs used to wind off the cords that controlled curtains or Venetian blinds. For window drapings, they were mounted to the chair rail beside windows, for bed drapings, they were attached to bedposts.","Edward S. Cooke, Jr. ",Upholstery In America & Europe : from the Seventeenth Century to World War I. ,"New York :Norton, 1987. ",,,,,5 pence,2.83,4.67,"There is only one purchase of cloak pins in the databases, Allan MaCrae purchased a set of eight cloak pins for five pence.",Hose,Ribbon,Shoes,Breeches,Mitts,Gloves,Hat,*,,
Iron,Box Iron and Heaters,Brass Charcoal Iron,Iron.jpg,IronThumbnail.jpg,Brass,,ca. 1800,,,Jan von Erpecom Photo via Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Antique_brass_charcoal_iron.JPG,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/deed.en,IronLedger.jpg,Household,Captain Charles Broadwater,70,Irons were imported from Great Britain.,England,,,"Irons are used to press wrinkles out of clothing through the application of heat. The simplest form of iron used in the eighteenth century was the flat iron, which were made of solid iron and heated on the stove. Box irons took the same shape as a flat iron with a compartment that iron heaters were inserted into. Charcoal irons were similar to box irons but used burning charcoal rather than iron heaters.","Seymour, John.",Forgotten Household Crafts.,"(New York : Alfred A. Knopf, 1987.",,,,,"6 shillings, 6 pence",44.2,72.9,"The databases record only three purchases of irons. A joynter iron for one shilling four pence, a large plain iron for fifteen pence, and a box iron and heaters for six shillings six pence.",Mitts,Candlesticks,Ribbon,Gloves,Needle,Thread,,,,
